longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-118.19,33.77,52,1562,616,692,512,1.4048,NEAR OCEAN,200000
-118.18,33.77,39,1645,547,1339,499,1.5536,NEAR OCEAN,155000
-118.18,33.77,36,1833,688,1128,620,1.1483,NEAR OCEAN,112500
-118.19,33.77,21,2103,727,1064,603,1.6178,NEAR OCEAN,137500
-118.19,33.77,31,1711,691,1092,568,1.0714,NEAR OCEAN,150000
-118.18,33.78,20,1852,556,1712,556,1.4565,NEAR OCEAN,152500
-118.18,33.78,17,1419,436,1300,360,2.0769,NEAR OCEAN,100000
-118.18,33.78,52,1180,381,1046,332,1.5603,NEAR OCEAN,162500
-118.19,33.78,31,1648,484,898,457,1.5844,NEAR OCEAN,162500
-118.19,33.78,8,992,393,694,331,2.5544,NEAR OCEAN,162500
-118.19,33.78,29,1013,392,1083,316,1.8438,NEAR OCEAN,162500
-118.19,33.78,42,1021,300,533,187,1.8036,NEAR OCEAN,175000
-118.17,33.78,29,2920,962,3580,772,1.7393,NEAR OCEAN,140200
-118.17,33.78,23,3768,1261,3940,1098,1.9647,NEAR OCEAN,186200
-118.18,33.78,26,3042,1253,4812,1141,1.7701,NEAR OCEAN,146200
-118.17,33.78,44,2364,746,3184,672,1.918,NEAR OCEAN,147500
-118.17,33.77,36,2933,881,2077,838,2.2538,NEAR OCEAN,181300
-118.17,33.77,45,2508,797,1340,720,2.6786,NEAR OCEAN,191100
-118.17,33.77,38,2239,721,984,684,2.346,NEAR OCEAN,165600
-118.17,33.77,39,2953,878,1379,785,2.1378,NEAR OCEAN,180400
-118.17,33.77,12,4409,1401,3068,1262,2.2808,NEAR OCEAN,154700
-118.18,33.77,29,1776,606,1391,488,1.1295,NEAR OCEAN,137500
-118.18,33.77,30,1418,439,720,417,2.6371,NEAR OCEAN,159400
-118.17,33.77,37,1127,327,492,331,2.675,NEAR OCEAN,241700
-118.18,33.74,30,5915,1750,2136,1503,4.0968,NEAR OCEAN,310000
-118.17,33.77,45,2151,643,1047,579,3.1149,NEAR OCEAN,218800
-118.17,33.77,45,2143,697,1004,594,3.0153,NEAR OCEAN,220000
-118.18,33.77,37,2653,754,1087,698,2.3523,NEAR OCEAN,325000
-118.18,33.77,41,2048,601,852,533,2.5726,NEAR OCEAN,193800
-118.18,33.77,49,2297,759,1105,629,1.8388,NEAR OCEAN,175000
-118.16,33.77,49,3382,787,1314,756,3.8125,NEAR OCEAN,382100
-118.17,33.74,36,2006,453,807,426,3.7838,NEAR OCEAN,500001
-118.16,33.77,30,4439,1105,1749,1011,3.8984,NEAR OCEAN,306300
-118.15,33.77,39,2428,634,1312,612,2.7212,NEAR OCEAN,266300
-118.16,33.77,30,2800,757,1292,742,2.7614,NEAR OCEAN,272200
-118.16,33.77,38,3235,769,1284,752,2.9384,NEAR OCEAN,304100
-118.16,33.77,29,3078,786,1460,736,2.875,NEAR OCEAN,232500
-118.17,33.77,25,4405,1262,2178,1090,3.0503,NEAR OCEAN,225000
-118.16,33.78,15,4798,1374,3087,1212,2.127,NEAR OCEAN,163300
-118.16,33.78,39,4075,1085,2470,1025,2.3317,NEAR OCEAN,222500
-118.16,33.78,52,3248,853,1819,815,3.1739,NEAR OCEAN,222900
-118.16,33.78,29,3684,1301,3891,1143,1.6955,NEAR OCEAN,179700
-118.15,33.78,13,3056,861,1600,824,3.3003,NEAR OCEAN,207800
-118.15,33.78,12,4436,1133,2176,1002,3.5812,NEAR OCEAN,198600
-118.15,33.78,35,2768,752,1277,651,3.6193,NEAR OCEAN,250000
-118.14,33.78,42,1898,488,940,483,3.4107,NEAR OCEAN,233300
-118.13,33.78,45,1016,172,361,163,7.5,NEAR OCEAN,434500
-118.14,33.77,49,2792,690,1301,648,3.2917,NEAR OCEAN,307400
-118.14,33.77,51,2812,621,1171,566,3.875,NEAR OCEAN,342900
-118.15,33.77,52,2204,498,899,445,4.1765,NEAR OCEAN,393900
-118.15,33.77,41,3448,896,1621,838,4.5,NEAR OCEAN,339800
-118.15,33.77,27,3043,787,1398,747,3.5528,NEAR OCEAN,271100
-118.14,33.76,37,3242,698,1080,629,3.901,NEAR OCEAN,432500
-118.16,33.72,29,2743,708,1059,651,3.625,NEAR OCEAN,500000
-118.15,33.76,36,2916,785,1183,749,3.5985,NEAR OCEAN,500001
-118.15,33.77,36,4366,1211,1912,1172,3.5292,NEAR OCEAN,361800
-118.13,33.76,52,2216,526,940,530,4.5469,NEAR OCEAN,381000
-118.13,33.76,44,1543,463,652,406,4.25,NEAR OCEAN,439300
-118.14,33.75,39,1995,634,867,567,4.0795,NEAR OCEAN,400000
-118.14,33.76,52,2677,642,1144,624,4.3889,NEAR OCEAN,378000
-118.14,33.76,50,2960,761,1179,718,3.5214,NEAR OCEAN,398100
-118.14,33.76,44,1633,536,741,513,3.385,NEAR OCEAN,408300
-118.14,33.77,52,2208,409,791,408,5.8408,NEAR OCEAN,500000
-118.14,33.76,50,914,167,322,165,4.7361,NEAR OCEAN,418800
-118.13,33.76,46,2834,673,1175,670,4.7875,NEAR OCEAN,363800
-118.13,33.76,44,2532,621,961,550,3.9352,NEAR OCEAN,406900
-118.12,33.76,43,3070,668,1240,646,3.7813,NEAR OCEAN,461500
-118.12,33.75,47,3330,569,1220,557,7.3672,NEAR OCEAN,500001
-118.12,33.76,45,3035,516,1127,527,7.0796,NEAR OCEAN,500001
-118.12,33.75,41,2072,491,742,414,3.9934,NEAR OCEAN,500001
-118.14,33.71,36,2484,525,792,446,5.1815,NEAR OCEAN,500001
-118.1,33.76,15,4690,1002,1879,974,5.6051,NEAR OCEAN,267400
-118.11,33.77,15,9103,1847,3333,1712,5.1508,NEAR OCEAN,367300
-118.12,33.77,20,4534,954,1941,892,6.0362,NEAR OCEAN,463500
-118.12,33.77,10,7264,1137,2528,1057,10.2233,NEAR OCEAN,500001
-118.13,33.77,52,3697,691,1436,671,4.6852,NEAR OCEAN,395200
-118.13,33.77,37,4365,926,1661,868,5.3046,NEAR OCEAN,360700
-118.32,33.35,27,1675,521,744,331,2.1579,ISLAND,450000
-118.33,33.34,52,2359,591,1100,431,2.8333,ISLAND,414700
-118.32,33.33,52,2127,512,733,288,3.3906,ISLAND,300000
-118.32,33.34,52,996,264,341,160,2.7361,ISLAND,450000
-118.48,33.43,29,716,214,422,173,2.6042,ISLAND,287500
-118.29,33.96,32,3508,917,2794,839,1.554,<1H OCEAN,100000
-118.3,33.95,36,1786,418,1367,393,1.5078,<1H OCEAN,99600
-118.29,33.95,31,2839,792,2390,729,2,<1H OCEAN,109800
-118.3,33.95,41,2057,550,1805,506,1.2455,<1H OCEAN,100800
-118.3,33.95,27,1774,444,1622,402,2.2031,<1H OCEAN,96900
-118.3,33.95,35,1182,305,977,283,1.5898,<1H OCEAN,94000
-118.29,33.94,38,2407,630,1774,562,1.5615,<1H OCEAN,108600
-118.3,33.94,36,3504,862,2521,836,2.5679,<1H OCEAN,114900
-118.3,33.94,36,2041,531,1390,464,2.0114,<1H OCEAN,99300
-118.29,33.94,32,2701,708,1880,590,1.6716,<1H OCEAN,123800
-118.29,33.93,32,1815,488,1715,475,1.7244,<1H OCEAN,111200
-118.3,33.93,35,1300,356,1216,326,1.2,<1H OCEAN,99200
-118.3,33.93,36,2196,633,2017,583,1.3962,<1H OCEAN,124300
-118.3,33.93,40,2434,477,1646,453,3.2024,<1H OCEAN,128000
-118.31,33.93,37,1282,244,852,249,4.2917,<1H OCEAN,127900
-118.31,33.94,44,1854,367,976,335,3.6583,<1H OCEAN,126700
-118.31,33.94,40,1917,438,1021,383,2.2448,<1H OCEAN,175000
-118.31,33.94,40,1323,243,684,229,3.2206,<1H OCEAN,145800
-118.31,33.94,40,1550,,798,270,3.775,<1H OCEAN,153800
-118.31,33.93,42,1173,201,602,186,5.5787,<1H OCEAN,142000
-118.31,33.93,43,1834,292,997,295,4.9464,<1H OCEAN,150300
-118.32,33.94,37,2740,504,1468,479,4.5368,<1H OCEAN,168800
-118.32,33.93,37,2379,462,1327,445,4.25,<1H OCEAN,172100
-118.33,33.93,37,1831,356,925,338,4.4091,<1H OCEAN,148400
-118.33,33.93,38,694,112,412,119,6.0718,<1H OCEAN,156000
-118.34,33.93,35,1213,284,742,253,4.0625,<1H OCEAN,159900
-118.32,33.94,37,1487,296,863,291,3.1563,<1H OCEAN,186200
-118.32,33.94,38,1067,170,499,169,4.6389,<1H OCEAN,183800
-118.32,33.94,36,1722,280,830,261,4.0536,<1H OCEAN,189000
-118.32,33.94,36,1153,224,639,226,4,<1H OCEAN,192000
-118.33,33.94,31,3757,1102,3288,964,1.9309,<1H OCEAN,137500
-118.32,33.96,47,1453,247,721,276,5.5176,<1H OCEAN,191000
-118.32,33.95,43,3819,708,1505,712,3.1719,<1H OCEAN,183500
-118.33,33.96,24,6513,1290,2636,1271,4.2099,<1H OCEAN,189800
-118.32,33.95,44,2023,325,992,326,4.6667,<1H OCEAN,175600
-118.32,33.95,44,2131,360,1040,330,5.0912,<1H OCEAN,169800
-118.34,33.95,33,1923,459,1412,361,5.4359,<1H OCEAN,194100
-118.32,33.97,52,1590,302,844,295,2.7139,<1H OCEAN,164900
-118.32,33.96,47,1885,361,954,357,3.8512,<1H OCEAN,171300
-118.32,33.96,47,1297,292,704,264,3.3214,<1H OCEAN,166500
-118.32,33.97,46,1504,270,814,306,4.3919,<1H OCEAN,157100
-118.34,33.97,45,2230,364,949,344,5.5,<1H OCEAN,188200
-118.33,33.96,42,1686,361,737,319,2.3,<1H OCEAN,189200
-118.33,33.96,42,2084,517,1062,451,2.0057,<1H OCEAN,198200
-118.35,33.97,33,1495,474,1272,447,2.0694,<1H OCEAN,143500
-118.35,33.97,25,1864,616,1710,575,2.2303,<1H OCEAN,159400
-118.35,33.97,26,1725,431,1130,404,3.2708,<1H OCEAN,128100
-118.35,33.97,26,3832,1074,2340,904,2.6734,<1H OCEAN,143400
-118.35,33.98,33,1884,477,1518,449,3.1194,<1H OCEAN,152800
-118.35,33.98,42,3081,680,1785,609,3.745,<1H OCEAN,170800
-118.34,33.98,47,2649,684,2374,607,2.3882,<1H OCEAN,137700
-118.34,33.98,40,2108,526,1922,544,3.163,<1H OCEAN,137800
-118.34,33.98,45,1298,294,1064,268,3.7067,<1H OCEAN,136600
-118.35,33.97,30,1548,330,757,349,3.8056,<1H OCEAN,323800
-118.35,33.96,21,2714,881,1549,853,1.2094,<1H OCEAN,157500
-118.35,33.96,26,2773,681,1560,631,3.1354,<1H OCEAN,164300
-118.35,33.95,28,4770,1328,3201,1196,2.681,<1H OCEAN,147700
-118.34,33.95,25,3762,1281,4015,1178,2.1587,<1H OCEAN,143800
-118.35,33.95,30,2661,765,2324,724,3.0519,<1H OCEAN,137500
-118.35,33.95,42,1779,431,1507,380,2.8892,<1H OCEAN,159800
-118.35,33.95,45,1076,213,781,238,3.95,<1H OCEAN,164000
-118.36,33.95,42,1116,303,1082,299,3.7237,<1H OCEAN,170800
-118.36,33.96,21,1802,556,1286,557,2.7284,<1H OCEAN,146900
-118.36,33.96,25,1849,518,1498,451,2.8378,<1H OCEAN,170000
-118.36,33.96,26,3543,,2742,951,2.5504,<1H OCEAN,151300
-118.36,33.95,26,3231,1089,3193,1020,2.6535,<1H OCEAN,177200
-118.36,33.98,45,1559,305,891,341,4.4038,<1H OCEAN,259400
-118.36,33.98,46,1425,283,782,273,5.057,<1H OCEAN,246300
-118.36,33.98,39,813,185,344,154,3.5833,<1H OCEAN,218800
-118.37,33.97,26,6672,1729,3333,1557,2.9646,<1H OCEAN,179800
-118.36,33.97,18,1284,283,990,289,4.0179,<1H OCEAN,195800
-118.37,33.97,21,3616,1060,2515,945,2.7464,<1H OCEAN,153100
-118.36,33.98,29,2861,816,1715,775,2.7712,<1H OCEAN,160900
-118.36,33.97,19,4651,1281,2917,1121,2.6823,<1H OCEAN,142500
-118.36,33.96,17,3431,934,2365,810,3.0393,<1H OCEAN,129200
-118.36,33.96,37,2146,573,2009,592,3.6583,<1H OCEAN,177300
-118.37,33.96,26,138,23,100,20,4.875,<1H OCEAN,175000
-118.37,33.95,35,924,349,1376,358,2.2297,<1H OCEAN,262500
-118.36,33.95,42,1139,302,1283,306,4.1635,<1H OCEAN,163900
-118.36,33.95,42,2532,627,2038,591,2.875,<1H OCEAN,177500
-118.37,33.95,32,1067,286,1053,277,2.8438,<1H OCEAN,181700
-118.37,33.95,52,836,175,747,166,4.125,<1H OCEAN,174000
-118.36,33.94,39,1390,410,1666,371,3.3056,<1H OCEAN,156800
-118.36,33.94,38,2169,688,3036,639,2.3125,<1H OCEAN,148500
-118.37,33.94,29,2265,813,3425,781,2.3675,<1H OCEAN,149400
-118.36,33.93,30,1132,347,1433,341,2.68,<1H OCEAN,170000
-118.36,33.93,40,1625,500,2036,476,2.6298,<1H OCEAN,156500
-118.36,33.94,33,939,284,1309,250,3.4063,<1H OCEAN,152300
-118.34,33.93,36,1528,486,1824,470,2.2679,<1H OCEAN,153900
-118.35,33.93,35,1050,252,918,236,1.7344,<1H OCEAN,146900
-118.35,33.93,34,617,189,810,180,1.9766,<1H OCEAN,162500
-118.35,33.93,33,2040,576,2649,561,2.3375,<1H OCEAN,170600
-118.35,33.94,35,1451,435,1888,420,2.8462,<1H OCEAN,149100
-118.35,33.94,38,1794,508,2188,454,2.6654,<1H OCEAN,142200
-118.35,33.94,36,2225,601,2755,610,2.5547,<1H OCEAN,150400
-118.35,33.94,42,1028,278,1369,261,3.3125,<1H OCEAN,144600
-118.34,33.94,37,3107,903,3456,734,2.182,<1H OCEAN,147500
-118.34,33.94,36,2796,1041,4033,944,2.4886,<1H OCEAN,160700
-118.33,33.93,37,4916,1134,3533,1035,3.2862,<1H OCEAN,152300
-118.34,33.93,33,4294,1224,4512,1189,2.8304,<1H OCEAN,143700
-118.34,33.93,32,1254,399,1281,386,2.2976,<1H OCEAN,155700
-118.34,33.93,37,1638,407,1341,369,3.0677,<1H OCEAN,167700
-118.35,33.93,26,3156,857,2394,787,3.01,<1H OCEAN,191900
-118.35,33.93,31,2746,697,1973,598,3.5139,<1H OCEAN,192800
-118.35,33.93,25,2260,692,1603,673,2.11,<1H OCEAN,223300
-118.36,33.93,27,4445,1231,3340,1113,3.1656,<1H OCEAN,204500
-118.34,33.92,29,1475,349,965,370,3.3558,<1H OCEAN,199600
-118.35,33.92,24,2728,845,2023,773,2.75,<1H OCEAN,239700
-118.35,33.92,29,736,232,584,231,3.6167,<1H OCEAN,200000
-118.36,33.92,26,3695,1144,2308,1009,2.6667,<1H OCEAN,229300
-118.36,33.92,46,1231,231,793,256,4.1023,<1H OCEAN,226800
-118.36,33.92,19,2807,883,1546,815,2.6375,<1H OCEAN,233800
-118.36,33.93,19,3103,918,2033,738,2.6961,<1H OCEAN,212500
-118.37,33.93,10,199,41,61,56,2.8958,<1H OCEAN,245800
-118.37,33.92,44,938,181,502,171,4.4722,<1H OCEAN,218300
-118.37,33.92,36,1075,197,509,197,4.9688,<1H OCEAN,238900
-118.37,33.92,40,928,187,521,185,5.5255,<1H OCEAN,242700
-118.37,33.92,39,1073,206,556,204,4.8611,<1H OCEAN,245600
-118.37,33.93,46,1130,201,503,196,4.4861,<1H OCEAN,246300
-118.37,33.93,46,442,88,255,94,4.4474,<1H OCEAN,246900
-118.36,33.93,44,520,116,392,106,3.0132,<1H OCEAN,202500
-118.36,33.91,41,2048,439,1191,429,3.8,<1H OCEAN,222500
-118.36,33.91,42,1949,422,1184,423,4.3333,<1H OCEAN,225600
-118.36,33.9,42,1935,388,1136,379,4.74,<1H OCEAN,230000
-118.36,33.9,40,1271,276,725,234,5.0452,<1H OCEAN,231900
-118.37,33.91,41,1869,427,1334,435,3.9355,<1H OCEAN,227800
-118.37,33.91,35,1742,283,812,282,5.6704,<1H OCEAN,303700
-118.37,33.9,35,1651,269,707,252,5.6482,<1H OCEAN,294800
-118.37,33.9,32,332,103,177,102,3.3409,<1H OCEAN,256300
-118.38,33.91,36,2904,515,1463,534,5.8374,<1H OCEAN,289600
-118.35,33.91,19,1949,559,1282,498,2.7813,<1H OCEAN,231300
-118.35,33.91,31,2583,663,1675,612,3.5234,<1H OCEAN,265000
-118.35,33.91,28,2108,534,1485,536,4.0775,<1H OCEAN,241400
-118.35,33.91,26,2159,523,1331,520,3.87,<1H OCEAN,264500
-118.35,33.91,25,1884,554,1337,549,2.8512,<1H OCEAN,272800
-118.35,33.9,25,3309,902,2299,837,3.0417,<1H OCEAN,237000
-118.35,33.91,32,1660,366,928,398,4.3187,<1H OCEAN,269700
-118.35,33.91,29,2461,535,1236,482,4.8409,<1H OCEAN,244000
-118.35,33.91,34,2055,448,1134,408,3.825,<1H OCEAN,235400
-118.36,33.91,36,2064,474,1366,421,4.1,<1H OCEAN,243100
-118.35,33.9,32,1056,225,565,231,3.9485,<1H OCEAN,230000
-118.36,33.9,39,1166,222,640,206,3.5313,<1H OCEAN,230400
-118.33,33.92,23,969,288,670,251,3.267,<1H OCEAN,185400
-118.33,33.91,39,1224,312,1106,333,3.3491,<1H OCEAN,181800
-118.34,33.91,17,3724,1023,2536,971,3.2649,<1H OCEAN,202100
-118.33,33.91,35,1092,302,962,297,3.5903,<1H OCEAN,183300
-118.34,33.91,8,3937,1404,2691,1142,2.4741,<1H OCEAN,185700
-118.34,33.92,6,1047,271,740,248,3.425,<1H OCEAN,193800
-118.34,33.91,12,9975,3638,7429,3405,2.6689,<1H OCEAN,192300
-118.33,33.91,8,10731,3335,7211,3028,2.455,<1H OCEAN,192700
-118.31,33.91,31,1415,339,874,289,3.8173,<1H OCEAN,177900
-118.31,33.91,36,961,173,625,179,4.2596,<1H OCEAN,181100
-118.32,33.91,33,1729,396,1073,344,4.2083,<1H OCEAN,180500
-118.32,33.91,35,940,197,640,215,4.2,<1H OCEAN,181300
-118.32,33.91,35,881,159,605,170,3.6654,<1H OCEAN,184500
-118.32,33.91,34,3041,677,1920,640,4.5304,<1H OCEAN,181300
-118.32,33.91,34,1068,198,757,231,5.7528,<1H OCEAN,180500
-118.32,33.9,35,3189,680,1882,651,3.6625,<1H OCEAN,188000
-118.31,33.92,35,1307,246,672,219,4.8456,<1H OCEAN,146400
-118.31,33.93,35,1580,266,926,282,5.0653,<1H OCEAN,158000
-118.32,33.93,34,1536,273,804,287,4.9615,<1H OCEAN,157800
-118.32,33.92,35,1281,219,710,184,4.8304,<1H OCEAN,152800
-118.29,33.93,31,3894,1017,3590,962,2.0437,<1H OCEAN,137200
-118.29,33.92,34,1799,362,1293,355,3.692,<1H OCEAN,145200
-118.29,33.92,34,1374,240,906,248,5.3292,<1H OCEAN,155500
-118.3,33.92,34,2053,382,1258,380,3.0139,<1H OCEAN,154700
-118.3,33.93,29,2228,396,1140,352,3.7969,<1H OCEAN,169400
-118.3,33.91,30,1842,476,1491,420,3.0147,<1H OCEAN,155100
-118.3,33.91,34,1617,493,1530,500,2.6182,<1H OCEAN,172600
-118.31,33.9,28,1576,400,891,378,2.6312,<1H OCEAN,171300
-118.29,33.91,28,1501,446,1028,418,2.3043,<1H OCEAN,177500
-118.29,33.9,27,1013,394,1067,400,1.7714,<1H OCEAN,159400
-118.3,33.9,29,2617,668,1868,647,3.6,<1H OCEAN,208800
-118.3,33.9,27,3267,762,2099,647,3.4,<1H OCEAN,224100
-118.3,33.9,13,2455,661,1975,618,2.9559,<1H OCEAN,173600
-118.3,33.9,19,2421,689,1726,660,3.287,<1H OCEAN,181400
-118.3,33.89,30,2756,858,1806,787,3.0329,<1H OCEAN,207800
-118.3,33.89,37,2132,565,1369,565,3.285,<1H OCEAN,218100
-118.31,33.9,38,1400,399,1131,405,3.5417,<1H OCEAN,198400
-118.29,33.89,33,2138,567,1072,528,2.7428,<1H OCEAN,208900
-118.29,33.89,32,2355,583,1605,571,4.2171,<1H OCEAN,218200
-118.29,33.88,36,1751,438,1175,419,3.0739,<1H OCEAN,218600
-118.29,33.88,21,4946,1231,3186,1167,3.3281,<1H OCEAN,237000
-118.3,33.87,27,3144,722,1510,680,3.1597,<1H OCEAN,214700
-118.3,33.87,31,1398,261,823,263,5.0641,<1H OCEAN,234900
-118.3,33.88,26,1221,312,807,330,4.0536,<1H OCEAN,253600
-118.3,33.88,29,850,229,563,204,3.7375,<1H OCEAN,247700
-118.3,33.88,30,1348,333,885,322,3.2574,<1H OCEAN,195300
-118.3,33.88,35,3227,749,1881,696,2.8445,<1H OCEAN,242100
-118.31,33.88,32,2421,671,1491,587,3.5644,<1H OCEAN,242300
-118.31,33.88,35,1939,412,1036,400,3.5556,<1H OCEAN,238000
-118.31,33.88,21,1490,430,686,400,2.3812,<1H OCEAN,237500
-118.31,33.9,30,2407,581,1724,531,3.4792,<1H OCEAN,194700
-118.31,33.89,37,2278,508,1257,498,3.7639,<1H OCEAN,220600
-118.31,33.89,35,2144,423,1192,417,4.1458,<1H OCEAN,231500
-118.32,33.9,36,1520,300,831,291,4.0473,<1H OCEAN,212100
-118.32,33.9,36,1741,412,1245,423,4.1344,<1H OCEAN,210300
-118.32,33.9,37,1664,401,1316,409,3.0526,<1H OCEAN,216400
-118.32,33.89,45,1928,453,1323,458,4.2813,<1H OCEAN,210100
-118.32,33.89,44,1300,252,695,249,5.1669,<1H OCEAN,220600
-118.32,33.89,34,2675,560,1270,492,4.5053,<1H OCEAN,242000
-118.33,33.9,21,6603,1984,5546,1745,2.6091,<1H OCEAN,163900
-118.34,33.9,23,2395,498,1309,493,4.9779,<1H OCEAN,224600
-118.34,33.9,37,542,105,355,118,5.5133,<1H OCEAN,227300
-118.34,33.9,36,1158,219,628,253,4.7426,<1H OCEAN,242700
-118.34,33.9,36,1342,259,706,261,4.1776,<1H OCEAN,236600
-118.33,33.89,39,1880,361,982,357,4.1953,<1H OCEAN,226900
-118.33,33.89,42,1816,338,897,306,5.1874,<1H OCEAN,230800
-118.34,33.89,36,2392,444,1346,445,6.0088,<1H OCEAN,245900
-118.34,33.89,36,2274,411,1232,423,5.373,<1H OCEAN,244500
-118.35,33.9,13,2887,853,2197,800,2.8777,<1H OCEAN,207900
-118.35,33.9,31,1547,,956,287,3.4698,<1H OCEAN,225000
-118.35,33.9,31,981,222,734,239,4.875,<1H OCEAN,232400
-118.35,33.89,29,2940,708,2175,684,3.6486,<1H OCEAN,229000
-118.35,33.89,34,1740,387,1249,375,4.1552,<1H OCEAN,233900
-118.36,33.9,41,1355,349,655,329,2.9551,<1H OCEAN,205000
-118.35,33.9,22,1127,287,697,241,3.3971,<1H OCEAN,220300
-118.35,33.89,30,1143,299,776,273,4.2829,<1H OCEAN,240000
-118.36,33.89,37,1719,426,1266,424,3.375,<1H OCEAN,228000
-118.36,33.89,34,760,174,723,198,5.3169,<1H OCEAN,227600
-118.36,33.9,18,3380,922,2276,854,4.0727,<1H OCEAN,214000
-118.36,33.89,27,2837,684,2141,648,3.1325,<1H OCEAN,215000
-118.36,33.88,33,2408,534,1644,523,4.2454,<1H OCEAN,236800
-118.36,33.88,28,1313,319,827,308,2.65,<1H OCEAN,260800
-118.36,33.88,25,2845,710,1611,628,3.2049,<1H OCEAN,267400
-118.36,33.88,22,1388,336,930,287,2.7981,<1H OCEAN,275000
-118.36,33.88,26,1375,286,829,278,3.9844,<1H OCEAN,230700
-118.35,33.89,25,1769,440,1371,414,3.0833,<1H OCEAN,232700
-118.35,33.88,36,1583,411,1097,350,4.0737,<1H OCEAN,238200
-118.34,33.88,42,725,183,493,172,3.2589,<1H OCEAN,233300
-118.35,33.88,44,822,180,480,177,4.4,<1H OCEAN,225800
-118.35,33.88,36,1567,362,1054,386,3.2594,<1H OCEAN,233900
-118.35,33.88,25,1459,362,1150,354,3.35,<1H OCEAN,237500
-118.3,33.74,40,1896,416,950,383,2.425,NEAR OCEAN,255000
-118.3,33.74,28,1065,215,887,217,3.9375,NEAR OCEAN,270500
-118.39,33.92,41,80,20,61,23,5.25,<1H OCEAN,247200
-118.4,33.92,25,1453,271,695,283,5.9499,<1H OCEAN,345800
-118.4,33.92,32,2828,629,1313,534,4.5987,<1H OCEAN,363800
-118.4,33.93,35,2217,447,1000,450,4.7319,<1H OCEAN,376100
-118.41,33.93,38,3328,625,1455,619,5.0596,<1H OCEAN,363900
-118.41,33.92,32,2590,607,1132,555,4.2333,<1H OCEAN,358000
-118.41,33.92,22,2340,584,1141,554,4.5729,<1H OCEAN,337500
-118.41,33.93,22,2514,605,1225,568,4.1818,<1H OCEAN,339700
-118.41,33.92,38,1437,272,590,250,5.2338,<1H OCEAN,358000
-118.41,33.92,29,1436,401,674,343,3.6389,<1H OCEAN,275000
-118.42,33.92,25,3521,852,1524,764,3.8086,<1H OCEAN,361300
-118.42,33.92,41,1621,279,756,277,5.0594,<1H OCEAN,346000
-118.42,33.93,39,2988,605,1466,610,4.9286,<1H OCEAN,341400
-118.42,33.93,28,4603,993,2191,943,4.5743,<1H OCEAN,382200
-118.42,33.9,29,1929,523,686,455,5.5347,<1H OCEAN,500001
-118.43,33.9,27,1536,377,553,326,5.4088,<1H OCEAN,500001
-118.4,33.9,34,2674,435,1087,431,7.3151,<1H OCEAN,492200
-118.4,33.9,37,2458,400,920,375,7.8924,<1H OCEAN,500001
-118.41,33.9,39,2311,404,1044,380,8.468,<1H OCEAN,472100
-118.41,33.9,39,2040,336,926,351,7.5552,<1H OCEAN,500001
-118.44,33.88,35,2020,451,724,399,6.6494,NEAR OCEAN,500001
-118.42,33.9,37,1576,345,662,340,5.308,<1H OCEAN,500001
-118.42,33.9,43,1394,321,552,296,5.9596,<1H OCEAN,500001
-118.41,33.89,31,1428,320,677,331,7.2316,<1H OCEAN,500001
-118.41,33.89,35,1194,292,507,295,9.0812,<1H OCEAN,500001
-118.41,33.89,38,4166,828,1600,770,6.3861,<1H OCEAN,500001
-118.41,33.89,34,2959,639,1143,593,6.348,<1H OCEAN,500001
-118.41,33.89,31,702,161,236,144,5.0497,<1H OCEAN,500001
-118.4,33.9,38,2868,466,1098,438,7.9059,<1H OCEAN,477100
-118.4,33.89,36,2334,430,1033,407,6.6321,<1H OCEAN,481500
-118.4,33.89,31,2926,492,1149,476,7.9611,<1H OCEAN,500001
-118.4,33.89,36,2127,314,807,306,8.1596,<1H OCEAN,500001
-118.39,33.9,7,4314,725,1699,718,8.2037,<1H OCEAN,500001
-118.38,33.89,35,1778,330,732,312,6.5745,<1H OCEAN,379300
-118.39,33.89,30,2532,464,1056,419,6.3434,<1H OCEAN,460400
-118.39,33.89,38,1851,332,750,314,7.3356,<1H OCEAN,422700
-118.39,33.89,40,826,143,389,147,7.1845,<1H OCEAN,438100
-118.36,33.89,40,756,122,371,130,5.0299,<1H OCEAN,329200
-118.36,33.88,44,1362,237,709,247,4.4271,<1H OCEAN,336200
-118.37,33.88,44,1325,245,669,253,4.4211,<1H OCEAN,324000
-118.37,33.88,21,966,172,417,158,5.5335,<1H OCEAN,342600
-118.38,33.88,33,1313,244,561,217,5.2999,<1H OCEAN,359400
-118.37,33.89,21,2696,548,1142,473,5.6091,<1H OCEAN,356800
-118.37,33.88,20,2439,474,1219,497,5.9619,<1H OCEAN,335900
-118.36,33.88,31,2518,543,1107,508,4.7404,<1H OCEAN,295800
-118.36,33.87,19,2512,575,1275,544,4.9375,<1H OCEAN,293000
-118.37,33.87,19,757,148,361,141,6.02,<1H OCEAN,304200
-118.37,33.88,27,1688,331,811,327,4.5357,<1H OCEAN,334200
-118.38,33.87,27,2287,491,1101,466,4.675,<1H OCEAN,316900
-118.38,33.88,27,3039,606,1421,564,5.5771,<1H OCEAN,345500
-118.37,33.88,26,2620,530,1282,525,4.4828,<1H OCEAN,340700
-118.36,33.87,17,1082,291,598,281,3.9868,<1H OCEAN,281900
-118.36,33.87,22,2114,541,1300,538,3.4208,<1H OCEAN,290000
